"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.495724900E-2,1.184746265E0,-1.327747345E1,-3.549752474E0
7.467115500E-2,1.191924810E0,-1.175234795E1,-4.715655327E0
8.438417600E-2,1.884347759E-2,-1.033519936E1,-5.060520649E0
9.409651900E-2,-1.779063582E0,-9.250652313E0,-4.600799561E0
1.038096960E-1,-3.490829229E0,-9.025427818E0,-4.320839405E0
1.135236030E-1,-4.005585194E0,-9.119047165E0,-4.291826725E0
1.232366760E-1,-2.641077995E0,-9.195617676E0,-6.463313103E0
1.329489670E-1,-6.011967063E-1,-9.315258980E0,-1.012164021E1
1.426621440E-1,2.046461582E0,-9.715159416E0,-1.286530972E1
1.523760510E-1,3.317947626E0,-9.928120613E0,-1.475653744E1
1.620891240E-1,4.115056515E0,-1.012433147E1,-1.520907974E1
1.718014150E-1,4.560420990E0,-9.961619377E0,-1.436142254E1
1.815145920E-1,4.519742966E0,-9.470791817E0,-1.219023514E1
1.912284990E-1,4.361517429E0,-8.740681648E0,-9.281160355E0
2.009415710E-1,3.935595036E0,-7.739883900E0,-6.152245998E0
2.106538630E-1,3.322733402E0,-6.562016964E0,-2.934497833E0
2.203670400E-1,2.032104731E0,-5.118247509E0,-7.701897621E-1
2.300809460E-1,6.460621357E-1,-3.533600807E0,-1.597209126E-1
2.397940190E-1,-9.819545746E-1,-2.614158630E0,1.113858938E0
2.495063630E-1,-2.176571369E0,-2.736192703E0,5.071288586E0
2.592194360E-1,-3.256332397E0,-4.182354927E0,8.389534950E0
2.689333940E-1,-3.955335855E0,-6.416054726E0,1.017787075E1
2.786464670E-1,-4.240380764E0,-8.469993591E0,6.014658928E0
2.883588110E-1,-3.536591768E0,-1.112273693E1,-5.395515919E0
2.980719880E-1,-1.357926846E0,-1.513041592E1,-1.156750298E1
3.077858940E-1,5.886343718E-1,-1.936571121E1,-1.115832996E1
3.174989150E-1,1.232602715E0,-2.238694954E1,-1.019581699E1
3.272112590E-1,1.648056656E-1,-2.299981117E1,-6.839285374E0
3.369244360E-1,-3.260220885E-1,-2.243480682E1,-4.081258297E0
3.466383420E-1,-9.460622668E-1,-2.108704948E1,-4.294219494E0
3.563514150E-1,-2.152642965E0,-1.945185280E1,-5.302196026E0
3.660637070E-1,-3.273082256E0,-1.835294914E1,-5.005486012E0
3.757768840E-1,-4.407878399E0,-1.712483406E1,-4.234398842E0
3.854907900E-1,-4.714458942E0,-1.542742443E1,-3.686143398E0
3.952038630E-1,-3.550948858E0,-1.390229988E1,-2.960819006E0
4.049161550E-1,-2.566900492E0,-1.278664589E1,-2.316850424E0
4.146293320E-1,-2.190928221E0,-1.189143085E1,-1.656132340E0
4.243432380E-1,-1.625923038E0,-1.098395348E1,-9.257232547E-1
4.340563110E-1,-6.876373887E-1,-9.863513947E0,-1.716850251E-1
4.437686030E-1,-2.087737769E-1,-8.532505989E0,2.617149651E-1
4.534817800E-1,-3.116651475E-1,-7.007380962E0,7.238288224E-2
4.631956860E-1,-9.939187169E-1,-5.613861084E0,-1.381855011E-1
4.729087590E-1,-1.515853167E0,-4.550849438E0,-7.836493850E-2
4.826211030E-1,-1.930110574E0,-3.679563046E0,7.776673418E-3
4.923341760E-1,-2.657827854E0,-2.908775091E0,-3.463610709E-1
5.020481340E-1,-3.201297522E0,-2.319542408E0,-1.179661512E0
5.117612070E-1,-3.246761322E0,-1.840977907E0,-2.058425665E0
5.214735510E-1,-2.662613392E0,-1.572682738E0,-2.077568293E0
5.311867280E-1,-1.269392371E0,-1.756929994E0,-1.390229940E0
5.409006340E-1,5.168496966E-1,-1.972583175E0,-1.308874011E0
5.506136550E-1,1.455135226E0,-2.123331070E0,-2.400599241E0
5.603259990E-1,2.012962103E0,-3.064308405E0,-5.424229622E0
5.700391760E-1,2.420041084E0,-3.088236809E0,-7.959724426E0
5.797530820E-1,2.175973177E0,-2.468196630E0,-9.594920158E0
5.894661550E-1,3.056830883E0,-2.874976397E0,-1.147896862E1
5.991784460E-1,4.467100620E0,-3.650849104E0,-1.120618629E1
6.088916240E-1,5.111069202E0,-3.988237143E0,-4.208077908E0
6.186055300E-1,5.132604599E0,-4.498207569E0,1.403689623E0
6.283186030E-1,3.253341436E0,-3.878167391E0,4.010669708E0
6.380308940E-1,-1.848455518E-1,-5.283651352E0,7.487142086E0
6.477440710E-1,-3.318545818E0,-5.156831741E0,4.053740501E0
6.574579780E-1,-1.090080261E1,-7.945965767E0,-1.642044640E1
