"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.108896700E-2,-5.192201585E-3,7.177455351E-3,-1.679830020E-3
7.080344600E-2,-5.192201585E-3,5.955760833E-3,7.635590737E-4
8.051704000E-2,-1.527118147E-3,3.512371797E-3,-4.581354442E-4
9.022985300E-2,-1.527118147E-3,1.068982761E-3,-1.679830020E-3
9.994355000E-2,-3.054236295E-4,2.290677279E-3,-4.581354442E-4
1.096579780E-1,-1.527118147E-3,7.177455351E-3,-1.679830020E-3
1.193715710E-1,-1.527118147E-3,8.399149403E-3,-1.679830020E-3
1.290844360E-1,-3.054236295E-4,9.620844387E-3,-1.679830020E-3
1.387981340E-1,9.162708884E-4,7.177455351E-3,7.635590737E-4
1.485125610E-1,9.162708884E-4,3.512371797E-3,1.985253533E-3
1.582261550E-1,-3.054236295E-4,-1.527118147E-4,4.428642802E-3
1.679390190E-1,-2.748812549E-3,-3.817795310E-3,4.428642802E-3
1.776527170E-1,-2.748812549E-3,-5.039489828E-3,4.428642802E-3
1.873671440E-1,-1.527118147E-3,-1.374406274E-3,1.985253533E-3
1.970808420E-1,-1.527118147E-3,2.290677279E-3,1.985253533E-3
2.067936030E-1,9.162708884E-4,4.734066315E-3,7.635590737E-4
2.165073000E-1,2.137965523E-3,5.955760833E-3,-4.581354442E-4
2.262217280E-1,3.359660041E-3,3.512371797E-3,-4.581354442E-4
2.359353210E-1,3.359660041E-3,-1.527118147E-4,-4.581354442E-4
2.456481860E-1,4.581354558E-3,-1.374406274E-3,7.635590737E-4
2.553618840E-1,3.359660041E-3,-2.596100792E-3,3.206948051E-3
2.650763110E-1,3.359660041E-3,-1.374406274E-3,4.428642802E-3
2.747899050E-1,2.137965523E-3,1.068982761E-3,4.428642802E-3
2.845027690E-1,-3.054236295E-4,3.512371797E-3,7.635590737E-4
2.942164670E-1,-3.054236295E-4,4.734066315E-3,-4.581354442E-4
3.039308940E-1,2.137965523E-3,7.177455351E-3,-4.581354442E-4
3.136444880E-1,4.581354558E-3,9.620844387E-3,-4.581354442E-4
