"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.455620500E-2,4.483850479E0,-3.444767237E0,5.392823815E-1
6.427084100E-2,4.158127785E0,-2.896811008E0,1.530509233E0
7.398459100E-2,3.008974552E0,-2.274078846E0,2.502593279E0
8.369766400E-2,1.376172066E0,-1.833799481E0,3.692424536E0
9.341146600E-2,-1.944168359E-1,-1.156032443E0,4.681258202E0
1.031261530E-1,-1.281356573E0,-4.307080805E-1,4.855934620E0
1.128399550E-1,-1.958824396E0,2.611167729E-1,4.693222523E0
1.225529760E-1,-2.248355865E0,4.573282301E-1,3.979563236E0
1.322668830E-1,-2.497508526E0,5.820540786E-1,2.152942181E0
1.419815180E-1,-2.887538671E0,3.951148391E-1,-1.648953915E0
1.516952680E-1,-2.913859844E0,-5.838487148E-1,-8.266304970E0
1.614083410E-1,-3.419044495E0,-2.283650160E0,-1.668874168E1
1.711222470E-1,-3.895515203E0,-6.001797199E0,-1.882882309E1
1.808368300E-1,-5.341677666E0,-1.224556923E1,-1.379163170E1
1.905506330E-1,-7.409973621E0,-1.741915131E1,-6.963712215E0
2.002636530E-1,-8.573782921E0,-2.051007843E1,3.479164124E0
2.099775600E-1,-9.413962364E0,-2.450818634E1,9.215657234E0
2.196921950E-1,-5.650351524E0,-2.641377068E1,-1.119840980E0
2.294059970E-1,-2.422732860E-2,-2.412503624E1,-1.634148407E1
2.391190180E-1,1.835893154E0,-2.422822571E1,-1.838854218E1
2.488329240E-1,8.518448472E-1,-2.495833588E1,-8.041080475E0
2.585475080E-1,-8.216354847E-1,-2.518565559E1,-1.418943882E0
2.682613100E-1,-2.681756020E0,-2.436940384E1,-4.200899124E0
2.779743300E-1,-6.093322754E0,-2.245873451E1,-8.316554070E0
2.876882370E-1,-7.960621834E0,-2.143909264E1,-7.210472107E0
2.974028720E-1,-8.626424789E0,-2.120668983E1,-3.894618034E0
3.071166220E-1,-8.961420059E0,-2.115644073E1,-2.977568626E0
3.168296950E-1,-8.951848984E0,-2.079243279E1,-4.033401489E0
3.265436010E-1,-8.085348129E0,-2.038325882E1,-4.617549419E0
3.362581850E-1,-6.241677761E0,-2.021785545E1,-5.429314613E0
3.459719870E-1,-4.264308929E0,-1.989961052E1,-5.682953835E0
3.556850080E-1,-2.624328136E0,-1.924846268E1,-5.381158829E0
3.653989140E-1,-1.812862277E0,-1.867388725E1,-7.057032108E0
3.751135490E-1,-1.546959877E0,-1.758694649E1,-8.862417221E0
3.848272990E-1,-7.259225845E-1,-1.540349674E1,-7.713263988E0
3.945403720E-1,-2.159522474E-1,-1.513280869E1,-5.467599869E0
4.042541740E-1,-1.031904742E-1,-1.510409451E1,-3.351148129E0
4.139688620E-1,-2.685943544E-1,-1.461087418E1,-1.840379715E0
4.236826640E-1,-1.190130115E0,-1.364148235E1,-1.658525229E0
4.333956850E-1,-2.617149830E0,-1.148674488E1,-2.371885538E0
4.431095910E-1,-3.014657497E0,-8.951250076E0,-3.537788391E0
4.528241740E-1,-3.043371201E0,-6.377769470E0,-5.421836853E0
4.625379760E-1,-3.203690529E0,-3.567100286E0,-6.393921375E0
4.722518830E-1,-3.265903711E0,-6.125625968E-1,-5.378766060E0
4.819648510E-1,-3.146262646E0,2.344068766E0,-3.101995468E0
4.916795390E-1,-2.088036776E0,4.354937077E0,-5.811567903E-1
5.013932890E-1,3.059822023E-1,4.860121727E0,1.085145116E0
5.111063620E-1,1.764108539E0,5.020740032E0,1.497009635E0
5.208201640E-1,2.508575439E0,4.419842720E0,1.056431174E0
5.305348510E-1,1.677966833E0,3.526721478E0,4.842474759E-1
5.402486530E-1,-2.422732860E-2,2.432603359E0,-7.223333120E-1
5.499616740E-1,-1.017846942E0,1.206879973E0,-2.185245275E0
5.596755800E-1,-1.499103427E0,3.209373355E-1,-2.932105064E0
5.693901640E-1,-1.532602906E0,-3.565305769E-1,-2.982354403E0
5.791039660E-1,-1.271785259E0,-1.031605721E0,-2.690429926E0
5.888169870E-1,-5.389832854E-1,-1.450648785E0,-2.331207514E0
5.985308930E-1,5.862415433E-1,-1.689931035E0,-1.778166294E0
6.082455280E-1,1.850250125E0,-1.852941990E0,-8.395816684E-1
6.179592780E-1,3.221935749E0,-2.156830549E0,-4.007977992E-2
6.276723510E-1,3.842274904E0,-2.523231506E0,9.870393574E-2
6.373861530E-1,3.384946823E0,-2.516052961E0,-3.801597059E-1
6.471008410E-1,2.434397936E0,-2.312364101E0,-1.706381679E0
6.568145910E-1,1.019641519E0,-2.027618170E0,-3.015853882E0
6.665276640E-1,-3.547359705E-1,-1.532004714E0,-3.533002615E0
6.762414660E-1,-5.461617708E-1,-1.338186026E0,-3.535395384E0
6.859561530E-1,-2.805584669E-1,-1.378864050E0,-3.272184849E0
6.956699550E-1,-1.657029688E-1,-1.151246786E0,-2.525026083E0
7.053829760E-1,-2.925225794E-1,-9.693922997E-1,-1.543669701E0
7.150968830E-1,-6.059823632E-1,-8.545367718E-1,-2.051845491E-1
7.248114660E-1,-9.532406926E-1,-1.005284667E0,-7.247261405E-1
7.345252680E-1,-9.939187169E-1,-1.491326690E0,-2.328814745E0
7.442382890E-1,-1.106381416E0,-2.257328987E0,-3.959224224E0
7.539521950E-1,-5.437689424E-1,-4.117748737E0,-5.086842060E0
7.636667780E-1,-8.766704202E-1,-8.429315567E0,-2.240280151E0
7.733805800E-1,-3.201297522E0,-1.215224934E1,4.746761918E-1
7.830936010E-1,-4.649852753E0,-1.529342651E1,1.147358418E0
7.928075080E-1,-5.667101383E0,-2.064886284E1,-9.817452431E0
8.025221430E-1,-5.480461121E0,-2.469243431E1,-2.287987137E1
8.122358930E-1,-4.814957142E0,-2.492005157E1,-1.418196106E1
8.219489140E-1,-3.799802303E0,-2.740978432E1,-5.005486012E0
8.316628200E-1,-1.728814393E-1,-2.822872734E1,-1.644168258E0
8.413774550E-1,1.447956800E0,-2.694288445E1,-2.553740025E0
8.510912050E-1,1.432702541E-1,-2.489133835E1,-5.982056618E0
8.608042780E-1,-2.892324448E0,-2.315803719E1,-4.507479668E0
8.705180800E-1,-6.816254616E0,-2.225534439E1,-1.160519004E0
8.802327680E-1,-1.084576797E1,-1.999532318E1,-1.677667737E0
8.899465180E-1,-1.241366482E1,-1.810888100E1,-2.819642305E0
8.996595910E-1,-1.235384464E1,-1.742872238E1,-2.603989124E0
9.093733930E-1,-1.154955673E1,-1.751755524E1,-2.592025042E0
9.190880800E-1,-1.098694420E1,-1.788126373E1,-3.820440531E0
9.288018300E-1,-9.897611618E0,-1.837687874E1,-5.934200287E0
9.385149030E-1,-7.458128929E0,-1.944467545E1,-7.287042141E0
9.482287050E-1,-4.731208801E0,-2.017478561E1,-7.344470024E0
9.579433930E-1,-2.540579557E0,-2.031626129E1,-6.391528606E0
9.676571430E-1,-3.355933726E-1,-2.054836464E1,-5.644668579E0
9.773702160E-1,1.577468276E0,-2.074696922E1,-4.694119930E0
9.870840180E-1,2.913261652E0,-2.061057854E1,-3.341576815E0
9.967987050E-1,3.394518137E0,-1.955235291E1,-1.713560104E0
1.006512455E0,2.879761934E0,-1.756541252E1,-5.907281041E-1
1.016225528E0,1.677966833E0,-1.511605930E1,-5.596213937E-1
1.025939330E0,2.988037169E-1,-1.214028454E1,-1.198804140E0
1.035654018E0,-7.307082415E-1,-8.805288315E0,-2.182852507E0
1.045367768E0,-5.700899959E-1,-5.779264927E0,-3.449253798E0
1.055080841E0,-2.997010350E-1,-2.480160713E0,-5.072484970E0
1.064794643E0,-1.585244983E-1,1.120738268E0,-7.303792000E0
1.074509330E0,7.148557901E-2,4.280759811E0,-8.994022369E0
1.084223080E0,2.222333997E-1,5.166702271E0,-7.899903774E0
1.093936153E0,-4.983053207E-1,5.669494152E0,-4.945665359E0
1.103649955E0,-1.496710539E0,6.382854462E0,-2.407777786E0
1.113364643E0,-1.997109652E0,5.451447964E0,-1.328016520E0
1.123078393E0,-3.038585663E0,4.012763500E0,-7.055835724E-1
1.132791466E0,-3.917050600E0,1.738385677E0,1.106680483E-1
1.142505268E0,-2.822932482E0,4.142574072E-1,2.090728730E-1
1.152219955E0,-8.383852243E-1,-1.213759303E0,-9.810572863E-1
1.161933705E0,1.012463093E0,-2.453839540E0,-3.245863914E0
1.171646726E0,2.226222277E0,-3.069094181E0,-5.388337612E0
1.181360633E0,2.388934374E0,-3.006880760E0,-5.946164131E0
1.191075216E0,1.960319996E0,-2.621337175E0,-4.883451939E0
1.200789018E0,1.483849168E0,-2.427518606E0,-3.142673492E0
1.210502039E0,1.091426253E0,-2.235793591E0,-1.292124271E0
1.220215945E0,9.834501147E-1,-1.900798440E0,1.848455518E-1
1.229930528E0,8.829515576E-1,-1.352542996E0,1.525723577E0
1.239644330E0,7.728816867E-1,-7.851449251E-1,2.820838690E0
1.249357351E0,2.581257522E-1,-1.914258152E-1,3.337987661E0
1.259071258E0,-4.097708687E-2,1.271187067E-1,2.796910524E0
1.268785841E0,5.712864175E-2,1.271187067E-1,1.817647934E0
1.278499643E0,1.121635586E-1,1.031904742E-1,5.057829022E-1
1.288212664E0,-2.183450572E-2,4.336991161E-2,-2.673979402E-1
1.297926466E0,-4.049852192E-1,5.533402413E-2,-8.874381185E-1
1.307641153E0,-8.623134494E-1,-3.278166950E-1,-1.280160069E0
1.317354903E0,-9.987043738E-1,-6.149554253E-1,-6.960122585E-1
1.327067976E0,-6.370890141E-1,-8.018946648E-1,1.049252748E0
1.336781778E0,-2.398804724E-1,-1.314257860E0,3.333201885E0
1.346496466E0,1.743769497E-1,-1.843370795E0,2.868695259E0
1.356210216E0,-3.332005441E-1,-2.386840582E0,-1.962413669E0
1.365923237E0,-2.214856386E0,-3.796811342E0,-1.070578766E1
1.375637143E0,-4.905884743E0,-8.187641144E0,-1.870678902E1
1.385351726E0,-8.700602531E0,-1.529342651E1,-2.189103699E1
1.395065528E0,-1.302891922E1,-2.247548485E1,-9.595218897E-1
1.404778549E0,-1.273220921E1,-2.870998383E1,1.508345699E1
1.414492455E0,-4.462913513E0,-3.130500031E1,6.668198586E0
1.424207039E0,5.010570526E0,-3.260250854E1,-1.561137295E1
1.433920841E0,9.564111710E0,-3.126910782E1,-2.485006142E1
1.443633862E0,8.156234741E0,-2.970808983E1,-1.260897923E1
1.453347664E0,2.293221474E0,-3.033530807E1,-1.119840980E0
1.463062351E0,-4.465306282E0,-2.731167793E1,-2.166102648E0
1.472776101E0,-9.981360435E0,-2.417528534E1,-7.239185810E0
1.482489174E0,-1.358435345E1,-2.187937164E1,-7.820940971E0
1.492202976E0,-1.431715488E1,-2.075654030E1,-6.173781395E0
1.501917664E0,-1.311296749E1,-2.029711723E1,-7.246364117E0
1.511631414E0,-9.248857498E0,-2.091715813E1,-1.024606609E1
1.521344435E0,-5.286642551E0,-2.195594215E1,-1.082303619E1
1.531058341E0,-2.162214279E0,-2.272463608E1,-7.897511005E0
1.540772924E0,-1.226321608E-2,-2.305963135E1,-5.108377457E0
1.550486726E0,1.500598907E0,-2.261217308E1,-4.404588223E0
1.560199747E0,1.634896040E0,-2.132154465E1,-4.260719776E0
1.569913549E0,6.723831892E-1,-1.930349922E1,-3.279363394E0
1.579628237E0,5.234299600E-2,-1.739043617E1,-2.087139606E0
1.589341987E0,-5.365904570E-1,-1.537238979E1,-1.167697430E0
1.599055060E0,-1.314856052E0,-1.301665592E1,-1.105484009E0
1.608768862E0,-1.848754644E0,-1.048116112E1,-1.859522343E0
1.618483549E0,-1.817647934E0,-7.916952610E0,-2.606382132E0
1.628197299E0,-1.408176184E0,-5.554040432E0,-2.374278307E0
1.637910320E0,-1.113559842E0,-3.418446302E0,-2.019841433E0
1.647624122E0,-1.242772222E0,-1.175175071E0,-2.225923300E0
