"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.657340720E-1,-2.794626169E-2,4.706578255E-1,-2.687728032E-2
1.754472500E-1,2.458660305E-2,4.352286756E-1,-5.008947477E-2
1.851612600E-1,7.467607409E-2,3.826957941E-1,-6.719319522E-2
1.948744370E-1,6.978929788E-2,3.643703759E-1,-7.207997888E-2
2.045867810E-1,2.702999115E-2,4.853181541E-1,-7.207997888E-2
2.143000620E-1,-2.305948362E-2,7.211052179E-1,-7.818844914E-2
2.240140200E-1,-4.871506989E-2,9.397885203E-1,-9.040539712E-2
2.337271450E-1,-8.903098851E-2,1.033859015E0,-1.136175916E-1
2.434395410E-1,-2.197522968E-1,9.153546095E-1,-1.588202864E-1
2.531527180E-1,-4.127800465E-1,6.209262609E-1,-2.003578991E-1
2.628667290E-1,-6.290199757E-1,3.155026138E-1,-1.979145110E-1
2.725798540E-1,-8.354863524E-1,1.527118147E-3,-1.429382563E-1
2.822922500E-1,-1.046839476E0,-3.234436214E-1,-4.398100078E-2
2.920054270E-1,-1.299730301E0,-5.580089688E-1,9.651386738E-2
3.017194890E-1,-1.563768983E0,-6.581879258E-1,2.333436459E-1
3.114326140E-1,-1.801999450E0,-6.655181050E-1,3.616215885E-1
3.211450100E-1,-2.014574289E0,-6.068767309E-1,5.008947253E-1
3.308581870E-1,-2.194163322E0,-5.311316848E-1,6.609367132E-1
3.405721970E-1,-2.361535549E0,-5.128062963E-1,7.953231335E-1
3.502853220E-1,-2.511803865E0,-6.349757314E-1,8.441908956E-1
3.599977180E-1,-2.618091345E0,-8.194515705E-1,8.331956863E-1
3.697108950E-1,-2.691393137E0,-9.489512444E-1,8.038749695E-1
3.794249060E-1,-2.740260839E0,-1.027139664E0,7.867712975E-1
3.891380830E-1,-2.750034332E0,-1.034469843E0,7.660024762E-1
3.988504270E-1,-2.715826988E0,-9.135220647E-1,7.550072074E-1
4.085636040E-1,-2.659628868E0,-6.276455522E-1,7.598940134E-1
4.182776660E-1,-2.580218792E0,-2.696890533E-1,7.537854910E-1
4.279907910E-1,-2.484926701E0,4.917320609E-2,7.085828185E-1
4.377031870E-1,-2.398186445E0,3.289412558E-1,6.193991303E-1
4.474163640E-1,-2.322441339E0,5.183038712E-1,5.057815313E-1
4.571303750E-1,-2.216153860E0,5.451811552E-1,3.384093940E-1
4.668435000E-1,-2.060998678E0,3.924693763E-1,1.478250325E-1
4.765558950E-1,-1.919282079E0,1.542389393E-1,1.954711229E-2
4.862690720E-1,-1.830098391E0,-8.887827396E-2,-3.298575059E-2
4.959830830E-1,-1.783674002E0,-2.831276953E-1,-3.298575059E-2
5.056962600E-1,-1.759240150E0,-3.881934285E-1,-1.710372418E-2
5.154086040E-1,-1.727476001E0,-4.321744442E-1,-7.330167107E-3
5.251218850E-1,-1.677386522E0,-4.358395338E-1,1.221694518E-3
5.348358430E-1,-1.610193372E0,-4.101839364E-1,9.773556143E-3
5.445489680E-1,-1.516122937E0,-3.784198761E-1,2.443389036E-3
5.542613640E-1,-1.398840189E0,-3.539859951E-1,-3.054236248E-2
5.639745410E-1,-1.267966151E0,-3.527642787E-1,-8.063183725E-2
5.736885520E-1,-1.112810969E0,-3.747547865E-1,-1.502684206E-1
5.834016770E-1,-9.283351302E-1,-4.028537571E-1,-2.162399292E-1
5.931140720E-1,-7.365291119E-1,-4.040754735E-1,-2.528907657E-1
6.028272500E-1,-5.569399595E-1,-3.869717419E-1,-2.553341687E-1
6.125412600E-1,-3.944546282E-1,-3.808632791E-1,-2.370087355E-1
6.222544370E-1,-2.454078794E-1,-3.943018913E-1,-2.125748396E-1
6.319668330E-1,-1.000262350E-1,-4.028537571E-1,-1.844758689E-1
6.416800100E-1,5.512896553E-2,-3.784198761E-1,-1.539335102E-1
6.513940200E-1,2.273878902E-1,-3.490992188E-1,-1.331647038E-1
6.611071450E-1,4.020902216E-1,-3.112266660E-1,-1.221694499E-1
6.708195410E-1,5.584670901E-1,-2.660239935E-1,-1.160609797E-1
6.805327180E-1,6.916317940E-1,-2.171562016E-1,-1.160609797E-1
6.902467290E-1,7.979192138E-1,-1.475196183E-1,-1.307213157E-1
6.999599060E-1,8.944330812E-1,-2.901524492E-2,-1.673721522E-1
7.096723020E-1,9.787300229E-1,1.236965731E-1,-2.235700935E-1
7.193854790E-1,1.053253412E0,2.874036431E-1,-2.822114229E-1
7.290994890E-1,1.136328578E0,4.474456310E-1,-3.286358118E-1
7.388126140E-1,1.213295341E0,5.891621709E-1,-3.591781855E-1
7.485250100E-1,1.214517117E0,7.162184119E-1,-3.848337829E-1
7.582381870E-1,1.127776742E0,8.506048322E-1,-4.056025743E-1
7.679522500E-1,9.750649333E-1,9.923213720E-1,-3.994941115E-1
7.776653750E-1,7.759287357E-1,1.054627776E0,-3.701734245E-1
7.873777700E-1,5.816792846E-1,9.031376839E-1,-3.408527672E-1
7.970909470E-1,4.301891923E-1,5.525113344E-1,-3.054236174E-1
8.068049580E-1,2.958027720E-1,2.202104330E-1,-2.626643181E-1
8.165180830E-1,1.614163816E-1,-9.468132630E-3,-2.345653474E-1
8.262304790E-1,1.481304597E-2,-2.269297540E-1,-2.406738251E-1
8.359436560E-1,-1.989834905E-1,-4.651601911E-1,-2.565558553E-1
8.456577180E-1,-4.665345848E-1,-7.644753456E-1,-2.431172132E-1
8.553708430E-1,-6.974348426E-1,-1.123653531E0,-2.150182426E-1
8.650832390E-1,-9.100096822E-1,-1.327676535E0,-2.370087355E-1
8.747964160E-1,-9.539906979E-1,-1.292247415E0,-2.589992285E-1
8.845104270E-1,-6.449019909E-1,-1.096776247E0,-2.028012872E-1
8.942235520E-1,-2.050919682E-1,-7.559235096E-1,-1.979145110E-1
