"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.398594700E-2,6.412764788E-1,-9.430113792E0,1.097109199E0
6.369912500E-2,4.088735580E-1,-9.300901413E0,8.650053740E-1
7.341308300E-2,1.624128371E-1,-9.116654396E0,3.598206937E-1
8.312620800E-2,1.432702541E-1,-8.948857307E0,-9.272187948E-2
9.283860400E-2,3.323032558E-1,-8.860322952E0,-9.990034252E-2
1.025518330E-1,4.953143001E-1,-8.984749794E0,2.042872310E-1
1.122658430E-1,5.886343718E-1,-9.260223389E0,9.080761671E-1
1.219789680E-1,8.638089895E-1,-9.564111710E0,1.511366606E0
1.316913640E-1,1.407278776E0,-9.734301567E0,1.597508192E0
1.414045410E-1,1.859821439E0,-9.746265411E0,1.367797256E0
1.511185520E-1,1.955534339E0,-9.832406998E0,1.441974759E0
1.608316770E-1,1.866999865E0,-1.004776096E1,1.839183331E0
1.705440720E-1,1.692323804E0,-1.022752190E1,2.241476536E0
1.802572500E-1,1.301994562E0,-1.028255749E1,1.798505306E0
1.899712600E-1,9.595218897E-1,-1.040698433E1,4.770690203E-1
1.996844370E-1,8.207381964E-1,-1.092891788E1,-5.213362575E-1
2.093967810E-1,9.978070259E-1,-1.174756241E1,-1.095912814E0
2.191100620E-1,1.297209024E0,-1.272921848E1,-8.132606149E-1
2.288240200E-1,1.776072621E0,-1.361516094E1,-1.142572835E-1
2.385371450E-1,2.209472656E0,-1.419452286E1,-1.740778536E-1
2.482495410E-1,1.967498422E0,-1.447926903E1,-6.146563292E-1
2.579627180E-1,1.179960608E0,-1.442901993E1,-1.000199914E0
2.676767290E-1,2.796611488E-1,-1.427827168E1,-1.045663476E0
2.773898540E-1,-7.354938388E-1,-1.383051491E1,-1.823629975E0
2.871022500E-1,-1.649851203E0,-1.314586830E1,-3.343969584E0
2.968154270E-1,-2.006680965E0,-1.260479164E1,-4.016652107E0
3.065294890E-1,-2.293819666E0,-1.217139149E1,-3.796512127E0
3.162426140E-1,-2.519043922E0,-1.167099285E1,-3.195614576E0
3.259550100E-1,-2.698505640E0,-1.112752247E1,-1.826022744E0
3.356681870E-1,-2.373081923E0,-1.091216850E1,-4.304089844E-1
3.453821970E-1,-1.329213023E0,-1.116820049E1,6.996015310E-1
3.550953220E-1,-5.102694035E-1,-1.148435211E1,1.391725421E0
3.648077180E-1,-7.477570791E-3,-1.138146114E1,1.485045552E0
3.745208950E-1,-9.601201117E-2,-1.115145111E1,1.185643673E0
3.842349060E-1,-1.031904742E-1,-1.120170021E1,6.278168559E-1
3.939480830E-1,-2.877369225E-1,-1.121366405E1,3.478565812E-1
4.036604270E-1,-5.940182209E-1,-1.115384388E1,-8.554340899E-2
4.133736040E-1,-4.935196638E-1,-1.117537880E1,-7.917252183E-1
4.230876660E-1,-1.968096644E-1,-1.116102219E1,-1.198804140E0
4.328007910E-1,2.676970363E-1,-1.138385391E1,-1.110269666E0
4.425131870E-1,5.407779217E-1,-1.152981567E1,-7.510471940E-1
4.522263640E-1,8.350951076E-1,-1.194885921E1,-1.645065546E-1
4.619403750E-1,8.757730722E-1,-1.200628662E1,8.913264275E-1
4.716535000E-1,4.995017126E-2,-1.146520996E1,9.439685345E-1
4.813658950E-1,-8.024929166E-1,-1.075663471E1,5.982056609E-4
4.910790720E-1,-1.137488008E0,-9.913763046E0,-8.371888399E-1
5.007930830E-1,-8.312067389E-1,-9.377471924E0,-1.138983607E0
5.105062600E-1,-1.585244983E-1,-8.987142563E0,-1.261017561E0
5.202186040E-1,2.892324328E-1,-8.664112091E0,-1.442872047E0
5.299318850E-1,4.184448719E-1,-8.213961601E0,-1.227517962E0
5.396458430E-1,5.264210105E-1,-7.830811024E0,-9.185447693E-1
