"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.887801570E-1,-8.551862091E-3,-9.162709117E-3,1.053711493E-2
1.984936980E-1,-9.773556143E-3,-1.404948719E-2,9.315420873E-3
2.082079170E-1,-4.886778072E-3,-2.382304333E-2,5.650337320E-3
2.179213030E-1,-0.000000000E0,-3.115320951E-2,-4.581354442E-4
2.276339590E-1,4.886778072E-3,-2.870982140E-2,-4.123218823E-3
2.373475000E-1,7.330167107E-3,-1.649287529E-2,-5.344913341E-3
2.470617190E-1,7.330167107E-3,-1.832541777E-3,-4.123218823E-3
2.567751050E-1,4.886778072E-3,1.527118124E-2,-2.901524538E-3
2.664877610E-1,-2.443389036E-3,2.870982140E-2,-4.581354442E-4
2.762012500E-1,-8.551862091E-3,4.214845970E-2,1.985253533E-3
2.859155210E-1,-1.221694518E-2,4.581354558E-2,1.985253533E-3
2.956289070E-1,-1.343864016E-2,4.092676565E-2,1.985253533E-3
3.053415630E-1,-1.221694518E-2,3.237490356E-2,1.985253533E-3
3.150550530E-1,-7.330167107E-3,2.015795931E-2,-1.679830020E-3
3.247693230E-1,-4.886778072E-3,5.497625098E-3,-4.123218823E-3
3.344827090E-1,-1.221694518E-3,-1.649287529E-2,-7.788302377E-3
3.441953650E-1,2.443389036E-3,-4.214845970E-2,-9.009997360E-3
3.539088550E-1,-1.221694518E-3,-5.925218388E-2,-9.009997360E-3
3.636231250E-1,-8.551862091E-3,-5.070032179E-2,-5.344913341E-3
3.733365110E-1,-1.588202827E-2,-2.137965336E-2,-4.581354442E-4
3.830491670E-1,-2.199050039E-2,1.527118124E-2,3.206948051E-3
3.927626570E-1,-2.199050039E-2,4.092676565E-2,5.650337320E-3
4.024769280E-1,-1.588202827E-2,5.192201585E-2,6.872031838E-3
4.121903130E-1,-1.221694518E-2,4.337015375E-2,4.428642802E-3
4.219029690E-1,-8.551862091E-3,2.870982140E-2,7.635590737E-4
4.316164590E-1,-8.551862091E-3,1.649287529E-2,-1.679830020E-3
4.413307300E-1,-9.773556143E-3,5.497625098E-3,-6.566607859E-3
4.510441150E-1,-1.099525020E-2,-9.162709117E-3,-1.267508045E-2
4.607567710E-1,-1.099525020E-2,-2.015795931E-2,-1.511846948E-2
4.704702610E-1,-8.551862091E-3,-2.504473738E-2,-1.511846948E-2
4.801845320E-1,-4.886778072E-3,-2.260134928E-2,-1.511846948E-2
4.898979170E-1,-4.886778072E-3,-1.771457121E-2,-1.389677543E-2
4.996105730E-1,-6.108472589E-3,-6.719320081E-3,-1.023169141E-2
5.093240630E-1,-7.330167107E-3,-6.108472589E-4,-6.566607859E-3
5.190383340E-1,-8.551862091E-3,-3.054236295E-3,-2.901524538E-3
5.287517190E-1,-9.773556143E-3,-7.941014133E-3,-4.581354442E-4
5.384643750E-1,-1.221694518E-2,-1.038440317E-2,1.985253533E-3
5.481778650E-1,-1.343864016E-2,-3.054236295E-3,7.635590737E-4
5.578921360E-1,-1.466033421E-2,5.497625098E-3,-4.581354442E-4
5.676055210E-1,-1.221694518E-2,1.038440317E-2,-4.581354442E-4
5.773181780E-1,-6.108472589E-3,5.497625098E-3,7.635590737E-4
5.870316670E-1,-0.000000000E0,-6.108472589E-4,7.635590737E-4
5.967459380E-1,1.221694518E-3,-6.108472589E-4,-4.581354442E-4
6.064593230E-1,2.443389036E-3,5.497625098E-3,-4.581354442E-4
6.161719800E-1,4.886778072E-3,1.160609815E-2,7.635590737E-4
6.258855210E-1,6.108472589E-3,7.941014133E-3,-4.581354442E-4
6.355997400E-1,4.886778072E-3,-3.054236295E-3,-4.581354442E-4
6.453131250E-1,2.443389036E-3,-1.282779220E-2,-2.901524538E-3
6.550257820E-1,1.221694518E-3,-2.015795931E-2,-4.123218823E-3
6.647393230E-1,-1.221694518E-3,-2.382304333E-2,-5.344913341E-3
6.744535420E-1,-2.443389036E-3,-1.649287529E-2,-2.901524538E-3
6.841669280E-1,-2.443389036E-3,-1.832541777E-3,-2.901524538E-3
