"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.467136300E-2,-1.345962733E-1,-7.492526174E-1,-9.870094299E0
6.438802900E-2,-1.322034448E-1,-8.760721684E-1,-9.776774406E0
7.429615400E-2,-1.055833027E-1,-8.712865710E-1,-9.905986786E0
8.420386300E-2,-9.601201117E-2,-8.617152572E-1,-1.003549862E1
9.411120700E-2,-1.055833027E-1,-8.377870321E-1,-1.004746246E1
1.040185500E-1,-1.441675574E-1,-7.636095285E-1,-1.000678444E1
1.139260500E-1,-1.657029688E-1,-7.277171612E-1,-9.942177773E0
1.238335500E-1,-1.872383654E-1,-7.205387354E-1,-9.860523224E0
1.337409460E-1,-2.446661144E-1,-7.181459069E-1,-9.822237968E0
1.436483420E-1,-2.207378894E-1,-7.779664397E-1,-9.841380119E0
1.535557900E-1,-1.489532143E-1,-8.353942037E-1,-9.838987350E0
1.634632380E-1,-1.345962733E-1,-8.258228898E-1,-9.850952148E0
1.733706340E-1,-1.031904742E-1,-8.425726891E-1,-9.987641335E0
1.832780290E-1,-8.404789865E-2,-8.306085467E-1,-9.795916557E0
1.931854770E-1,-1.031904742E-1,-7.444669604E-1,-9.690632820E0
2.030929250E-1,-1.127617657E-1,-7.157530785E-1,-9.958928108E0
2.130003210E-1,-1.633101404E-1,-7.301099896E-1,-9.923035622E0
2.229077170E-1,-2.159522474E-1,-7.253243923E-1,-9.779167175E0
2.328151130E-1,-2.638086975E-1,-7.348956466E-1,-9.992427826E0
2.427225090E-1,-2.733799815E-1,-7.707880139E-1,-1.017667484E1
2.526299040E-1,-2.590230405E-1,-8.042874932E-1,-9.910772324E0
2.625373000E-1,-2.446661144E-1,-8.210372925E-1,-9.767203331E0
2.724446960E-1,-2.590230405E-1,-8.162516356E-1,-9.930213928E0
2.823520920E-1,-2.781656384E-1,-7.899305820E-1,-9.905986786E0
2.922594880E-1,-2.662015259E-1,-7.181459069E-1,-9.803094864E0
3.021668840E-1,-2.135594189E-1,-7.229315639E-1,-9.949356079E0
3.120742790E-1,-1.561316848E-1,-7.588238716E-1,-1.009771156E1
3.219816750E-1,-8.404789865E-2,-7.827520967E-1,-9.898808479E0
3.318890710E-1,-2.662015148E-2,-8.330013752E-1,-9.848558426E0
3.417964670E-1,-4.097708687E-2,-8.808578253E-1,-9.985248566E0
3.517038630E-1,-7.208377868E-2,-8.832506537E-1,-9.853344917E0
3.616112590E-1,-8.883354068E-2,-8.234301209E-1,-9.719346046E0
3.715186540E-1,-1.250249892E-1,-7.875377536E-1,-9.944570541E0
3.814260500E-1,-1.704886109E-1,-7.899305820E-1,-1.020060253E1
3.913334460E-1,-1.968096644E-1,-7.851449251E-1,-1.000917721E1
4.012408420E-1,-1.728814393E-1,-8.018946648E-1,-9.954142570E0
4.111482380E-1,-1.513460279E-1,-8.234301209E-1,-1.001874828E1
4.210556340E-1,-1.345962733E-1,-8.306085467E-1,-9.867701530E0
4.309630290E-1,-1.369891018E-1,-8.210372925E-1,-9.633204460E0
4.408704250E-1,-1.561316848E-1,-7.995018363E-1,-9.767203331E0
4.507778210E-1,-1.489532143E-1,-7.779664397E-1,-9.980463028E0
4.606852170E-1,-1.800599098E-1,-7.564310431E-1,-9.918250084E0
4.705926130E-1,-2.255235314E-1,-7.420741320E-1,-9.910772324E0
