"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.254887100E-2,-3.215654612E0,-9.308079720E0,-1.525424421E-1
6.226319400E-2,-3.172583818E0,-9.310472488E0,-1.501496136E-1
7.197986100E-2,-3.122334480E0,-9.315258980E0,-2.572284266E-2
8.150215200E-2,-3.122334480E0,-9.315258980E0,-2.572284266E-2
9.140381900E-2,-3.148655415E0,-9.320044518E0,4.127619043E-2
1.011173090E-1,-3.182155132E0,-9.320044518E0,7.716853172E-2
1.108300170E-1,-3.196511984E0,-9.324830055E0,9.391828626E-2
1.205436110E-1,-3.218047380E0,-9.317651749E0,7.477571070E-2
1.302579340E-1,-3.241975546E0,-9.308079720E0,2.691925503E-2
1.399714230E-1,-3.251546860E0,-9.286544800E0,-2.333002165E-2
1.496841840E-1,-3.270689487E0,-9.286544800E0,-6.640082598E-2
1.593977770E-1,-3.270689487E0,-9.298508644E0,-9.032905847E-2
1.691121000E-1,-3.263510942E0,-9.298508644E0,-9.511470050E-2
1.788255900E-1,-3.227618694E0,-9.315258980E0,-1.142572835E-1
1.885383500E-1,-3.213261604E0,-9.320044518E0,-1.286142170E-1
1.982518400E-1,-3.222832918E0,-9.308079720E0,-8.793623000E-2
2.079662670E-1,-3.234797001E0,-9.291330338E0,-1.645065546E-1
2.176797570E-1,-3.218047380E0,-9.308079720E0,-2.338984162E-1
2.273924650E-1,-3.208476067E0,-9.312865257E0,-1.854437590E-2
2.371060590E-1,-3.213261604E0,-9.308079720E0,7.776673418E-3
2.468203820E-1,-3.220440149E0,-9.317651749E0,-2.147558331E-1
2.565338710E-1,-3.179762125E0,-9.334401131E0,-1.453639716E-1
2.662466320E-1,-3.179762125E0,-9.332008362E0,-1.136590727E-2
2.759602250E-1,-3.189333439E0,-9.327222824E0,-1.908276081E-1
2.856745480E-1,-3.163012505E0,-9.322437286E0,-2.673979402E-1
2.953880380E-1,-3.134298563E0,-9.320044518E0,-4.725824669E-2
3.051007980E-1,-3.141477108E0,-9.308079720E0,-2.811566554E-2
3.148143920E-1,-3.134298563E0,-9.308079720E0,-2.458625287E-1
3.245287150E-1,-3.096013308E0,-9.312865257E0,-1.310070455E-1
3.342422040E-1,-3.117548704E0,-9.305686951E0,3.170489892E-2
3.439549650E-1,-3.136691332E0,-9.324830055E0,-1.310070455E-1
3.536684540E-1,-3.155833960E0,-9.355937004E0,-2.003988922E-1
3.633828290E-1,-3.143869877E0,-9.370293617E0,-1.375873014E-2
3.730963190E-1,-3.158226728E0,-9.339186668E0,-3.768695518E-2
3.828090790E-1,-3.160619497E0,-9.327222824E0,-2.458625287E-1
3.925226730E-1,-3.158226728E0,-9.322437286E0,-1.501496136E-1
4.022369960E-1,-3.186940670E0,-9.312865257E0,-1.136590727E-2
4.119504860E-1,-3.218047380E0,-9.286544800E0,-2.027917206E-1
4.216632460E-1,-3.196511984E0,-9.284152031E0,-2.769692242E-1
4.313768400E-1,-3.170190811E0,-9.315258980E0,-8.554340899E-2
4.410911630E-1,-3.141477108E0,-9.341579437E0,-1.046859920E-1
4.508046520E-1,-3.151048422E0,-9.343972206E0,-2.913261652E-1
4.605174130E-1,-3.148655415E0,-9.358329773E0,-1.333998591E-1
4.702310070E-1,-3.189333439E0,-9.332008362E0,3.409772366E-2
4.799453290E-1,-3.249154091E0,-9.327222824E0,-1.214357466E-1
4.896588190E-1,-3.270689487E0,-9.317651749E0,-1.884347796E-1
4.993715790E-1,-3.253939629E0,-9.308079720E0,7.776673418E-3
5.090851730E-1,-3.265903711E0,-9.296115875E0,-6.400800496E-2
5.187994960E-1,-3.251546860E0,-9.310472488E0,-2.626122832E-1
5.285129860E-1,-3.218047380E0,-9.329615593E0,-1.333998591E-1
5.382257460E-1,-3.172583818E0,-9.329615593E0,-2.093719877E-2
5.479393400E-1,-3.148655415E0,-9.348757744E0,-2.315055877E-1
5.576536630E-1,-3.136691332E0,-9.341579437E0,-2.530409992E-1
5.673671520E-1,-3.158226728E0,-9.308079720E0,-2.333002165E-2
5.770799130E-1,-3.220440149E0,-9.267401695E0,-3.050848842E-2
5.867935070E-1,-3.273082256E0,-9.253045082E0,-1.788634956E-1
5.965078290E-1,-3.280260801E0,-9.265008926E0,-4.247260094E-2
6.062213190E-1,-3.275475025E0,-9.274580956E0,4.845465720E-2
6.159340790E-1,-3.265903711E0,-9.303294182E0,-1.716850251E-1
6.256476730E-1,-3.203690529E0,-9.327222824E0,-2.434697002E-1
6.353619960E-1,-3.146262646E0,-9.341579437E0,-4.725824669E-2
6.450754860E-1,-3.107977629E0,-9.336793900E0,-1.166501045E-1
6.547882460E-1,-3.069692373E0,-9.341579437E0,-3.056831062E-1
6.645018400E-1,-3.036192894E0,-9.355937004E0,-1.597209126E-1
6.742161630E-1,-3.045764208E0,-9.346364975E0,-5.443671346E-2
6.839296520E-1,-3.093620539E0,-9.329615593E0,-2.291127741E-1
6.936424130E-1,-3.136691332E0,-9.324830055E0,-2.554338276E-1
7.033560070E-1,-3.165405273E0,-9.296115875E0,-8.315058798E-2
7.130703290E-1,-3.203690529E0,-9.305686951E0,-1.860419661E-1
7.227838190E-1,-3.186940670E0,-9.315258980E0,-1.932204217E-1
7.324965790E-1,-3.174976587E0,-9.343972206E0,-1.932204217E-1
7.422101730E-1,-3.148655415E0,-9.353543282E0,-1.668993831E-1
7.519244960E-1,-3.153441191E0,-9.358329773E0,-1.333998591E-1
7.616379860E-1,-3.160619497E0,-9.348757744E0,-8.793623000E-2
7.713507460E-1,-3.191726208E0,-9.339186668E0,-4.965107143E-2
7.810643400E-1,-3.225225925E0,-9.322437286E0,-3.290131316E-2
7.907786630E-1,-3.241975546E0,-9.291330338E0,-5.204389244E-2
8.004921520E-1,-3.249154091E0,-9.262616158E0,-6.640082598E-2
8.102049130E-1,-3.227618694E0,-9.248259544E0,-9.032905847E-2
8.199185070E-1,-3.206083298E0,-9.276973724E0,-1.214357466E-1
8.296328820E-1,-3.158226728E0,-9.303294182E0,-1.286142170E-1
8.393463710E-1,-3.141477108E0,-9.339186668E0,-1.262213886E-1
8.490591320E-1,-3.153441191E0,-9.370293617E0,-1.357926875E-1
8.587727250E-1,-3.155833960E0,-9.365508080E0,-1.022931710E-1
8.684870480E-1,-3.143869877E0,-9.363115311E0,-9.990034252E-2
8.782005380E-1,-3.177369356E0,-9.327222824E0,-7.836493850E-2
8.879132980E-1,-3.194119215E0,-9.293723106E0,-5.204389244E-2
8.976268920E-1,-3.225225925E0,-9.269794464E0,-6.879365444E-2
9.073412150E-1,-3.244368315E0,-9.284152031E0,-9.511470050E-2
9.170548090E-1,-3.253939629E0,-9.293723106E0,-1.190429255E-1
9.267675170E-1,-3.232404232E0,-9.315258980E0,-1.357926875E-1
9.364811110E-1,-3.191726208E0,-9.327222824E0,-1.788634956E-1
9.461954340E-1,-3.143869877E0,-9.348757744E0,-1.908276081E-1
9.559089230E-1,-3.091227770E0,-9.365508080E0,-1.884347796E-1
9.656216840E-1,-3.079263687E0,-9.370293617E0,-1.549352705E-1
9.753352770E-1,-3.096013308E0,-9.363115311E0,-1.094716340E-1
9.850496520E-1,-3.100799084E0,-9.343972206E0,-7.836493850E-2
9.947631420E-1,-3.122334480E0,-9.343972206E0,-6.161518395E-2
1.004475902E0,-3.163012505E0,-9.363115311E0,-5.922235921E-2
1.014189496E0,-3.186940670E0,-9.332008362E0,-9.511470050E-2
1.023903819E0,-3.213261604E0,-9.329615593E0,-1.310070455E-1
1.033617413E0,-3.206083298E0,-9.336793900E0,-1.453639716E-1
1.043330121E0,-3.186940670E0,-9.308079720E0,-1.812563092E-1
1.053043715E0,-3.165405273E0,-9.298508644E0,-1.908276081E-1
1.062758038E0,-3.131905794E0,-9.288937569E0,-1.812563092E-1
1.072471632E0,-3.103191853E0,-9.298508644E0,-1.549352705E-1
1.082184340E0,-3.060121059E0,-9.293723106E0,-1.190429255E-1
1.091897934E0,-3.017050266E0,-9.300901413E0,-1.046859920E-1
1.101612257E0,-2.997907639E0,-9.312865257E0,-1.070788130E-1
1.111325746E0,-3.009871721E0,-9.339186668E0,-1.238285750E-1
1.121038559E0,-3.050549746E0,-9.363115311E0,-1.357926875E-1
1.130752152E0,-3.129513025E0,-9.370293617E0,-1.477568001E-1
1.140466475E0,-3.182155132E0,-9.377471924E0,-1.573280841E-1
1.150180069E0,-3.237190008E0,-9.382257462E0,-1.645065546E-1
1.159892777E0,-3.268296719E0,-9.379864693E0,-1.668993831E-1
1.169606371E0,-3.304188967E0,-9.360722542E0,-1.621137410E-1
1.179320694E0,-3.332902908E0,-9.320044518E0,-1.357926875E-1
1.189034288E0,-3.361616611E0,-9.288937569E0,-1.190429255E-1
1.198746996E0,-3.364009619E0,-9.260223389E0,-8.075776696E-2
1.208460590E0,-3.368795156E0,-9.236295700E0,-4.965107143E-2
1.218174965E0,-3.347259760E0,-9.219545364E0,-8.973085321E-3
1.227888454E0,-3.320938826E0,-9.219545364E0,7.776673418E-3
1.237601215E0,-3.289832115E0,-9.224330902E0,1.256231871E-2
1.247314861E0,-3.265903711E0,-9.255437851E0,-1.375873014E-2
1.257029184E0,-3.225225925E0,-9.279366493E0,-6.640082598E-2
1.266742673E0,-3.222832918E0,-9.303294182E0,-1.142572835E-1
1.276455486E0,-3.206083298E0,-9.320044518E0,-1.668993831E-1
1.286169079E0,-3.184547901E0,-9.336793900E0,-2.243271172E-1
1.295883402E0,-3.174976587E0,-9.363115311E0,-2.793620527E-1
1.305596996E0,-3.160619497E0,-9.375079155E0,-2.937189937E-1
1.315309704E0,-3.143869877E0,-9.389435768E0,-2.865405083E-1
1.325023298E0,-3.127120018E0,-9.363115311E0,-2.530409992E-1
1.334737673E0,-3.115155935E0,-9.351150513E0,-1.980060786E-1
1.344451163E0,-3.096013308E0,-9.324830055E0,-1.453639716E-1
1.354163975E0,-3.096013308E0,-9.334401131E0,-1.142572835E-1
1.363877569E0,-3.079263687E0,-9.346364975E0,-1.118644550E-1
1.373591944E0,-3.069692373E0,-9.394221306E0,-9.750752151E-2
1.383305434E0,-3.052942514E0,-9.413364410E0,-9.511470050E-2
1.393018194E0,-3.050549746E0,-9.410971642E0,-9.032905847E-2
1.402731840E0,-3.084049225E0,-9.382257462E0,-9.750752151E-2
1.412446163E0,-3.131905794E0,-9.343972206E0,-9.990034252E-2
1.422159757E0,-3.189333439E0,-9.329615593E0,-1.070788130E-1
1.431872465E0,-3.222832918E0,-9.315258980E0,-1.262213886E-1
1.441586059E0,-3.225225925E0,-9.284152031E0,-1.214357466E-1
1.451300434E0,-3.191726208E0,-9.274580956E0,-1.477568001E-1
1.461014027E0,-3.139084101E0,-9.265008926E0,-1.501496136E-1
1.470726736E0,-3.098406315E0,-9.288937569E0,-1.453639716E-1
1.480440329E0,-3.067299604E0,-9.317651749E0,-1.333998591E-1
1.490154704E0,-3.031407118E0,-9.370293617E0,-1.405783296E-1
1.499868194E0,-3.021835804E0,-9.399007797E0,-1.190429255E-1
1.509581007E0,-3.019443035E0,-9.413364410E0,-1.142572835E-1
1.519294600E0,-3.072085142E0,-9.413364410E0,-9.990034252E-2
1.529008975E0,-3.148655415E0,-9.372686386E0,-8.793623000E-2
1.538722465E0,-3.222832918E0,-9.315258980E0,-8.315058798E-2
1.548435225E0,-3.289832115E0,-9.303294182E0,-7.118647546E-2
1.558148871E0,-3.313760281E0,-9.284152031E0,-6.879365444E-2
1.567863246E0,-3.289832115E0,-9.269794464E0,-6.161518395E-2
