"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.746089600E-2,-3.223899126E0,3.710897267E-2,-2.002051920E-1
4.717167700E-2,-2.864720821E0,-5.273138881E-1,-1.452289373E-1
5.688454200E-2,-2.580066204E0,-5.566345453E-1,-1.818797737E-1
6.659646900E-2,-2.279529333E0,-5.493044257E-1,-2.124221325E-1
7.630766700E-2,-1.998539567E0,-4.564556181E-1,-2.270824611E-1
8.601969800E-2,-1.796959877E0,-2.304421216E-1,-2.344126403E-1
9.573251000E-2,-1.715106368E0,1.055238619E-1,-2.295258641E-1
1.054444900E-1,-1.729766726E0,3.962871730E-1,-2.124221325E-1
1.151556870E-1,-1.799403310E0,5.099047422E-1,-1.867665499E-1
1.248676670E-1,-1.871483326E0,4.805840850E-1,-1.611109674E-1
1.345805310E-1,-1.895917177E0,3.498627543E-1,-1.415638477E-1
1.442924580E-1,-1.859266400E0,1.409530044E-1,-1.378987730E-1
1.540037080E-1,-1.773747683E0,-1.046075895E-1,-1.513374150E-1
1.637156870E-1,-1.652799964E0,-3.232909143E-1,-1.794363856E-1
1.734285000E-1,-1.518413544E0,-4.857762754E-1,-2.087570578E-1
1.831404790E-1,-1.369366884E0,-5.370874405E-1,-2.392994165E-1
1.928516770E-1,-1.198329568E0,-4.808894992E-1,-2.747285664E-1
2.025637080E-1,-1.017518878E0,-3.880407214E-1,-2.942756712E-1
2.122765210E-1,-8.367080092E-1,-2.903051674E-1,-3.064926267E-1
2.219884480E-1,-6.534538269E-1,-2.072299272E-1,-3.309265077E-1
2.316996980E-1,-4.714213610E-1,-1.534753740E-1,-3.468085229E-1
2.414116770E-1,-2.759502530E-1,-1.156028435E-1,-3.211529553E-1
2.511244900E-1,-5.482354015E-2,-7.650861889E-2,-2.527380586E-1
2.608364690E-1,1.614163816E-1,-5.329642445E-2,-1.635543555E-1
2.705476670E-1,3.642176688E-1,-4.230117425E-2,-7.803573459E-2
2.802596980E-1,5.657972693E-1,-4.230117425E-2,-4.734066315E-3
2.899725100E-1,7.661551833E-1,-5.818320066E-2,5.757235363E-2
2.996844370E-1,9.628480077E-1,-1.082726792E-1,1.039967462E-1
3.093956870E-1,1.141215444E0,-1.693574041E-1,1.259872466E-1
3.191076670E-1,1.287818789E0,-2.377723008E-1,1.211004704E-1
3.288205310E-1,1.394106150E0,-3.245126009E-1,8.933641016E-2
3.385324580E-1,1.468629479E0,-3.746020794E-1,2.947338112E-2
3.482436560E-1,1.508945465E0,-3.110739589E-1,-4.260659590E-2
3.579556870E-1,1.511388779E0,-9.239064902E-2,-1.146865711E-1
3.676685000E-1,1.480846524E0,2.936648130E-1,-1.586675793E-1
3.773804270E-1,1.397771239E0,8.495358229E-1,-1.452289373E-1
3.870916770E-1,1.256054640E0,1.448166132E0,-9.147437662E-2
3.968036560E-1,1.082574010E0,1.883089423E0,-7.314895838E-2
4.065165210E-1,8.748859763E-1,2.088334084E0,-1.171299592E-1
4.162284480E-1,6.305471063E-1,1.924626946E0,-2.124221325E-1
4.259396460E-1,3.727695346E-1,1.346765518E0,-3.077143133E-1
4.356516770E-1,1.039967462E-1,5.990884304E-1,-3.773508966E-1
4.453644900E-1,-1.537808031E-1,-6.429167092E-2,-4.201101959E-1
4.550764690E-1,-3.614688516E-1,-5.639647245E-1,-4.164451063E-1
4.647876670E-1,-4.689779878E-1,-7.374453545E-1,-3.614688516E-1
4.744996460E-1,-4.372139275E-1,-5.358657837E-1,-2.710634768E-1
4.842125100E-1,-3.382566571E-1,-3.819322586E-1,-1.940967143E-1
4.939244370E-1,-2.368560284E-1,-1.009425074E-1,-2.588465214E-1
5.036356350E-1,-1.269035190E-1,4.011739492E-1,-4.457657933E-1
5.133476670E-1,-8.047912270E-2,7.200362086E-1,-6.045860648E-1
5.230604790E-1,-1.757712960E-1,6.650599241E-1,-6.754443645E-1
5.327724580E-1,-3.187095523E-1,2.521272004E-1,-6.119162440E-1
5.424836560E-1,-4.152234197E-1,-2.157817930E-1,-4.579827189E-1
5.521956350E-1,-3.529170156E-1,-8.070819378E-1,-2.832804024E-1
5.619085000E-1,-1.537808031E-1,-1.507265568E0,-1.195733473E-1
5.716204270E-1,5.146388337E-2,-1.895764470E0,-2.183778957E-2
5.813316250E-1,2.261662036E-1,-1.931193590E0,1.969982497E-2
5.910436560E-1,3.886515796E-1,-1.862778664E0,5.879404768E-2
6.007564690E-1,5.389199853E-1,-1.768708229E0,1.357607991E-1
6.104684480E-1,6.916317940E-1,-1.594005942E0,2.554868758E-1
6.201796460E-1,8.528954983E-1,-1.323858738E0,3.629959822E-1
6.298916250E-1,9.885035753E-1,-9.793408513E-1,3.947600424E-1
6.396044900E-1,1.103342891E0,-6.372663975E-1,3.593308926E-1
6.493164170E-1,1.208408594E0,-3.367295563E-1,2.994678617E-1
6.590276670E-1,1.330578089E0,-5.207473040E-2,2.334963679E-1
6.687396460E-1,1.473516345E0,2.240282297E-1,1.699682474E-1
6.784524580E-1,1.606680989E0,4.512633979E-1,1.198787764E-1
6.881644370E-1,1.706859946E0,5.868715048E-1,8.811471611E-2
6.978756350E-1,1.770540833E0,6.491779089E-1,8.689302206E-2
7.075876150E-1,1.796196342E0,7.127060294E-1,1.113269106E-1
7.173004790E-1,1.792531252E0,7.627955079E-1,1.711899489E-1
7.270124060E-1,1.754658699E0,7.640172243E-1,2.322746664E-1
7.367236560E-1,1.675095916E0,6.907155514E-1,2.579302490E-1
7.464356350E-1,1.581025362E0,4.854708612E-1,2.273878902E-1
7.561485000E-1,1.497950196E0,2.606790662E-1,1.699682474E-1
7.658604270E-1,1.423426867E0,1.104106456E-1,1.088835225E-1
7.755716250E-1,1.358677030E0,2.977880463E-2,5.757235363E-2
7.852836560E-1,1.315917730E0,-4.107947648E-2,2.458660305E-2
7.949964690E-1,1.291483760E0,-1.204896197E-1,1.359135192E-2
8.047084480E-1,1.263384819E0,-2.231119573E-1,2.214321308E-2
8.144196460E-1,1.214517117E0,-3.489464819E-1,5.268557742E-2
8.241316250E-1,1.155875683E0,-4.515688419E-1,9.177979827E-2
8.338444900E-1,1.102121115E0,-5.126535892E-1,1.443126649E-1
8.435564690E-1,1.067913771E0,-5.383091569E-1,2.212794125E-1
8.532676670E-1,1.041036487E0,-5.126535892E-1,3.129065037E-1
8.629796460E-1,1.016602516E0,-4.283566475E-1,3.996468186E-1
8.726925100E-1,1.025154471E0,-3.513898849E-1,4.619532526E-1
8.824044370E-1,1.067913771E0,-3.086305857E-1,4.717268050E-1
8.921156350E-1,1.131441832E0,-2.170034945E-1,4.277457893E-1
9.018276670E-1,1.201078415E0,-6.551336497E-2,3.691044450E-1
9.115404790E-1,1.263384819E0,9.575030953E-2,2.909159958E-1
9.212524580E-1,1.303700805E0,2.289150059E-1,2.041756958E-1
9.309636560E-1,1.309809208E0,3.266505599E-1,1.284306347E-1
9.406756870E-1,1.264606595E0,3.852919042E-1,9.300149232E-2
9.503885000E-1,1.153432369E0,4.133908749E-1,1.064401343E-1
9.601004790E-1,9.982771277E-1,4.072824121E-1,1.540862173E-1
9.698116770E-1,8.321266770E-1,3.608580232E-1,2.310529798E-1
9.795236560E-1,6.806365848E-1,3.132119179E-1,3.202366829E-1
9.892365210E-1,5.499152541E-1,3.352024257E-1,3.800997138E-1
9.989485000E-1,4.387410581E-1,4.402681589E-1,3.947600424E-1
1.008659698E0,3.471139669E-1,5.844281316E-1,3.605526090E-1
1.018371677E0,2.909159958E-1,7.065975666E-1,2.823641598E-1
1.028084542E0,2.945810854E-1,7.273663878E-1,1.687465608E-1
1.037796469E0,3.471139669E-1,6.479562521E-1,6.245913357E-2
1.047507719E0,4.045335948E-1,5.587725043E-1,3.817795310E-3
1.057219698E0,4.350759685E-1,5.135698318E-1,-5.955760833E-3
1.066932562E0,4.314108789E-1,5.135698318E-1,1.603474095E-2
1.076644490E0,3.764346242E-1,5.428904891E-1,5.146388337E-2
1.086355740E0,2.420482337E-1,6.235223413E-1,6.978929788E-2
1.096067719E0,4.657710344E-2,7.823426127E-1,3.802524135E-2
1.105780583E0,-9.269607067E-2,9.423846006E-1,-3.161134571E-2
1.115492510E0,-1.207950488E-1,1.026681542E0,-1.049130186E-1
1.125203760E0,-1.488940120E-1,1.091431379E0,-1.550024897E-1
1.134915740E0,-2.234173864E-1,1.024238110E0,-1.831014603E-1
1.144628604E0,-3.626905680E-1,7.811209559E-1,-2.014268786E-1
