"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.790110000E-1,1.359135192E-2,-2.137965523E-3,0.000000000E0
1.887241770E-1,1.847812906E-2,-5.803049076E-3,2.443389036E-3
1.984380310E-1,2.214321308E-2,-9.468132630E-3,-1.221694518E-3
2.081510520E-1,2.580829710E-2,-9.162708884E-4,-2.443389036E-3
2.178633950E-1,2.336490713E-2,1.374406368E-2,1.221694518E-3
2.275765200E-1,1.481304597E-2,2.107422985E-2,8.551862091E-3
2.372903750E-1,8.704573847E-3,2.107422985E-2,1.832541823E-2
2.470035000E-1,8.704573847E-3,1.130067464E-2,2.321219631E-2
2.567157390E-1,1.236965694E-2,7.635590620E-3,2.321219631E-2
2.664288640E-1,9.926267900E-3,1.252236869E-2,1.710372418E-2
2.761427700E-1,8.704573847E-3,2.107422985E-2,7.330167107E-3
2.858557910E-1,1.114796288E-2,2.840439789E-2,-2.443389036E-3
2.955680830E-1,1.114796288E-2,2.962609194E-2,-1.099525020E-2
3.052812080E-1,1.114796288E-2,1.985253580E-2,-1.343864016E-2
3.149951140E-1,1.114796288E-2,-4.581354558E-3,-1.466033421E-2
3.247081350E-1,5.039489828E-3,-3.268032894E-2,-1.221694518E-2
3.344204270E-1,-4.734066315E-3,-4.734066129E-2,-7.330167107E-3
3.441335520E-1,-9.620844387E-3,-5.955760926E-2,-1.221694518E-3
3.538474580E-1,-1.084253844E-2,-6.322269142E-2,2.443389036E-3
3.635604790E-1,-7.177455351E-3,-5.955760926E-2,7.330167107E-3
3.732727700E-1,-4.734066315E-3,-5.711421743E-2,9.773556143E-3
3.829859480E-1,-3.512371797E-3,-5.955760926E-2,1.099525020E-2
3.926998020E-1,-4.734066315E-3,-6.444438547E-2,9.773556143E-3
4.024128230E-1,-3.512371797E-3,-5.955760926E-2,6.108472589E-3
4.121251140E-1,-2.290677279E-3,-4.367557913E-2,1.221694518E-3
4.218382910E-1,1.527118147E-4,-2.412846684E-2,-1.221694518E-3
4.315521450E-1,-1.068982761E-3,-5.803049076E-3,1.221694518E-3
4.412651660E-1,-3.512371797E-3,6.413896102E-3,2.443389036E-3
4.509775100E-1,-3.512371797E-3,7.635590620E-3,2.443389036E-3
4.606906350E-1,-1.068982761E-3,3.970507067E-3,-1.221694518E-3
4.704044890E-1,2.596100792E-3,-2.137965523E-3,-3.665083554E-3
4.801176140E-1,7.482878864E-3,-7.024743594E-3,-3.665083554E-3
4.898298540E-1,8.704573847E-3,-1.313321572E-2,1.221694518E-3
4.995429790E-1,6.261184346E-3,-3.512371704E-2,4.886778072E-3
5.092568850E-1,1.374406274E-3,-5.955760926E-2,7.330167107E-3
5.189699060E-1,-7.177455351E-3,-7.421794534E-2,7.330167107E-3
5.286821980E-1,-1.450762246E-2,-7.910472155E-2,4.886778072E-3
5.383953230E-1,-1.450762246E-2,-7.543963939E-2,0.000000000E0
5.481092290E-1,-4.734066315E-3,-5.955760926E-2,-3.665083554E-3
5.578222500E-1,7.482878864E-3,-3.756710514E-2,-3.665083554E-3
5.675345410E-1,1.603474095E-2,-1.557660475E-2,-1.221694518E-3
5.772477180E-1,2.336490713E-2,-5.803049076E-3,1.221694518E-3
5.869615730E-1,2.580829710E-2,8.857285604E-3,2.443389036E-3
5.966746980E-1,2.214321308E-2,2.351761982E-2,7.330167107E-3
6.063869370E-1,1.359135192E-2,1.985253580E-2,9.773556143E-3
6.161000620E-1,5.039489828E-3,1.527118147E-3,9.773556143E-3
6.258139160E-1,-1.068982761E-3,-1.801999472E-2,7.330167107E-3
6.355270410E-1,-4.734066315E-3,-3.268032894E-2,-1.221694518E-3
6.452392810E-1,-9.620844387E-3,-4.001049697E-2,-9.773556143E-3
6.549524060E-1,-1.206423342E-2,-3.634541109E-2,-1.588202827E-2
6.646663120E-1,-1.084253844E-2,-2.535016090E-2,-1.710372418E-2
6.743793330E-1,-8.399149403E-3,-8.246437646E-3,-1.466033421E-2
6.840916250E-1,-4.734066315E-3,6.413896102E-3,-9.773556143E-3
6.938048020E-1,1.527118147E-4,1.374406368E-2,-3.665083554E-3
7.035186560E-1,5.039489828E-3,1.374406368E-2,0.000000000E0
