"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.783782300E-2,-1.561316848E-1,-9.889835358E0,6.493522525E-1
5.755172900E-2,-1.151545867E-1,-9.880263329E0,5.656034350E-1
6.726396800E-2,-8.404789865E-2,-9.868299484E0,4.986044168E-1
7.697709300E-2,-1.223330572E-1,-9.868299484E0,4.962115884E-1
8.669100000E-2,-1.752742529E-1,-9.873085022E0,4.986044168E-1
9.640402000E-2,-2.398804724E-1,-9.861121178E0,4.866403043E-1
1.061163120E-1,-2.877369225E-1,-9.822835922E0,5.033900738E-1
1.158294890E-1,-3.475574851E-1,-9.796515465E0,5.560321808E-1
1.255433430E-1,-3.595215976E-1,-9.789336205E0,6.110670567E-1
1.352563640E-1,-3.738785386E-1,-9.796515465E0,6.684948206E-1
1.449686560E-1,-3.284149170E-1,-9.827621460E0,7.211369276E-1
1.546818330E-1,-3.140579760E-1,-9.880263329E0,7.788637877E-1
1.643956870E-1,-3.212364316E-1,-9.863513947E0,7.645068169E-1
1.741087080E-1,-3.786641955E-1,-9.813264847E0,6.756733060E-1
1.838210000E-1,-4.001995921E-1,-9.774979591E0,6.565307379E-1
1.935341770E-1,-3.667000830E-1,-9.786943436E0,6.445665956E-1
2.032480310E-1,-3.355933726E-1,-9.794121742E0,6.637091637E-1
2.129610520E-1,-3.954139352E-1,-9.758230209E0,3.933202326E-1
2.226733950E-1,-4.241278172E-1,-9.751050949E0,4.483551383E-1
2.323865200E-1,-4.360919297E-1,-9.784550667E0,6.924230456E-1
2.421003750E-1,-3.523431420E-1,-9.825228691E0,6.182455420E-1
2.518135000E-1,-2.207378894E-1,-9.873085022E0,4.292125702E-1
2.615257390E-1,-1.007976532E-1,-9.882657051E0,5.249254704E-1
2.712388640E-1,-2.183450572E-2,-9.894620895E0,5.321039557E-1
2.809527700E-1,-2.901297435E-2,-9.918548584E0,3.717848063E-1
2.906657910E-1,-6.011966988E-2,-9.904191971E0,4.794618487E-1
3.003780830E-1,-1.489532143E-1,-9.882657051E0,7.091727853E-1
3.100912080E-1,-2.183450609E-1,-9.861121178E0,6.469594240E-1
3.198051140E-1,-2.973082066E-1,-9.822835922E0,4.842474759E-1
3.295181350E-1,-3.332005441E-1,-9.830014229E0,5.440680385E-1
3.392304270E-1,-3.068794906E-1,-9.839586258E0,5.703890920E-1
3.489435520E-1,-3.619144261E-1,-9.865906715E0,3.717848063E-1
3.586574580E-1,-3.332005441E-1,-9.892228127E0,4.172484577E-1
3.683704790E-1,-3.188436031E-1,-9.870692253E0,6.110670567E-1
3.780827700E-1,-3.284149170E-1,-9.849157333E0,5.033900738E-1
3.877959480E-1,-3.116651475E-1,-9.849157333E0,3.717848063E-1
3.975098020E-1,-2.590230405E-1,-9.810872078E0,5.656034350E-1
4.072228230E-1,-2.111666054E-1,-9.803693771E0,5.799604058E-1
4.169351140E-1,-2.590230405E-1,-9.782157898E0,4.100699723E-1
4.266482910E-1,-2.829512656E-1,-9.741479874E0,5.009972453E-1
4.363621450E-1,-2.757728100E-1,-9.746265411E0,6.852445602E-1
4.460751660E-1,-2.662015259E-1,-9.779765129E0,6.158527136E-1
4.557875100E-1,-2.063809484E-1,-9.849157333E0,5.464608669E-1
4.655006350E-1,-1.824527234E-1,-9.885049820E0,7.259225845E-1
4.752144890E-1,-2.135594189E-1,-9.894620895E0,6.828517914E-1
4.849276140E-1,-2.949153781E-1,-9.894620895E0,4.459623098E-1
4.946398540E-1,-3.044866920E-1,-9.892228127E0,5.201398134E-1
5.043529790E-1,-2.829512656E-1,-9.870692253E0,6.110670567E-1
5.140668850E-1,-2.685943544E-1,-9.822835922E0,3.622135222E-1
5.237799060E-1,-2.398804724E-1,-9.796515465E0,2.665006220E-1
5.334921980E-1,-2.279163599E-1,-9.791728973E0,5.033900738E-1
5.432053230E-1,-2.709871531E-1,-9.767801285E0,5.727819204E-1
5.529192290E-1,-3.260220885E-1,-9.760622978E0,4.172484577E-1
5.626322500E-1,-3.858426511E-1,-9.765408516E0,5.656034350E-1
