"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.152267000E-2,-3.026621580E0,-2.231008053E0,-1.045902824E1
6.123694100E-2,-2.918645382E0,-2.645265341E0,-1.010010433E1
7.094965000E-2,-2.796611547E0,-2.982952595E0,-1.089721298E1
8.066392000E-2,-2.574079037E0,-3.100200891E0,-1.067468071E1
9.037735800E-2,-2.365604401E0,-2.796013355E0,-1.102642632E1
1.000900660E-1,-1.551745534E0,-2.528017044E0,-9.319445610E0
1.098036080E-1,-1.264606714E0,-2.257328987E0,-8.737690926E0
1.195178790E-1,-1.582852125E0,-1.884048700E0,-1.026760197E1
1.292313160E-1,-2.181356907E0,-2.563909531E0,-1.042552853E1
1.389440250E-1,-3.151048422E0,-3.377768278E0,-9.834201813E0
1.486575660E-1,-3.749552965E0,-3.677170277E0,-9.547062874E0
1.583718370E-1,-3.864408493E0,-4.156033993E0,-9.089735031E0
1.680852750E-1,-3.297010422E0,-4.850251675E0,-8.955737114E0
1.777979830E-1,-2.385046005E0,-5.743372440E0,-8.393124580E0
1.875115250E-1,-1.901396751E0,-6.435197353E0,-8.433802605E0
1.972257950E-1,-1.858325839E0,-6.595516682E0,-8.076972961E0
2.069392330E-1,-2.044965982E0,-6.839883327E0,-7.890332699E0
2.166519410E-1,-2.770290375E0,-6.578766823E0,-8.373981476E0
2.263654830E-1,-3.033800125E0,-6.195616245E0,-9.058628082E0
2.360797540E-1,-2.789433002E0,-5.671288967E0,-8.462516785E0
2.457931910E-1,-1.712064624E0,-5.549254894E0,-7.092924595E0
2.555059000E-1,-6.490531564E-1,-6.020939827E0,-6.628716946E0
2.652194410E-1,-2.733799815E-1,-6.626623154E0,-6.367599964E0
2.749337120E-1,-1.805384636E0,-6.753442764E0,-5.474778175E0
2.846471500E-1,-3.902693748E0,-7.162914753E0,-5.117948532E0
2.943598580E-1,-4.278666019E0,-7.601100445E0,-5.730810165E0
3.040734000E-1,-3.062513828E0,-7.526922703E0,-6.190531254E0
3.137876700E-1,-1.034596682E0,-7.064808846E0,-5.501099110E0
3.235011080E-1,7.322037220E-1,-7.136593342E0,-5.120341301E0
3.332138160E-1,1.572682738E0,-8.120641708E0,-5.237589836E0
3.429273580E-1,1.325922847E0,-8.987142563E0,-4.131507397E0
3.526416290E-1,1.038784146E0,-9.463613510E0,-3.087638617E0
3.623550660E-1,6.669992954E-2,-9.387042999E0,-3.104388237E0
3.720677750E-1,-1.592423439E0,-8.752646446E0,-3.176172972E0
3.817813160E-1,-2.253141642E0,-8.139784813E0,-2.855534792E0
3.914955870E-1,-2.464009047E0,-7.718348503E0,-2.822035313E0
4.012090250E-1,-2.552543640E0,-7.720741272E0,-3.351148129E0
4.109217330E-1,-2.291426897E0,-7.984251022E0,-3.231507063E0
4.206352750E-1,-1.563709617E0,-8.175676346E0,-2.896212816E0
4.303495450E-1,-1.013061285E0,-8.228319168E0,-2.505883455E0
4.400629830E-1,-7.594220638E-1,-8.266604424E0,-1.842772484E0
4.497756390E-1,-4.671986103E-1,-8.120641708E0,-1.694417477E0
4.594892330E-1,-8.264211416E-1,-7.782954693E0,-2.424527645E0
4.692035040E-1,-1.805384636E0,-7.567600727E0,-2.743072033E0
4.789169410E-1,-2.459223509E0,-7.452745438E0,-2.407777786E0
4.886296500E-1,-2.411366940E0,-7.522137165E0,-2.242672920E0
4.983431910E-1,-1.779063582E0,-7.711170197E0,-2.829213619E0
5.080574620E-1,-9.077770710E-1,-7.837989807E0,-2.633002281E0
5.177709000E-1,-6.490531564E-1,-7.778169155E0,-2.130210400E0
5.274836080E-1,-1.161416292E0,-7.737491131E0,-1.938485503E0
5.371971500E-1,-1.901396751E0,-7.323233604E0,-1.967199326E0
5.469114200E-1,-2.901895761E0,-6.624230385E0,-2.204387903E0
5.566248580E-1,-3.584448338E0,-6.511767864E0,-2.934497833E0
5.663375660E-1,-3.924229145E0,-6.339484692E0,-3.329612732E0
5.760511080E-1,-3.862015724E0,-6.248258114E0,-2.527418852E0
5.857653790E-1,-3.464508057E0,-5.841478348E0,-1.158126116E0
5.954788160E-1,-3.474079370E0,-5.927619934E0,-7.118647546E-2
6.051915250E-1,-3.761517286E0,-6.573981285E0,-5.907281041E-1
6.149050660E-1,-3.976871252E0,-7.100701332E0,-5.093721151E-1
6.246193370E-1,-3.895515203E0,-7.826025486E0,6.759724021E-2
6.343327750E-1,-3.215654612E0,-8.778966904E0,-4.247260094E-2
6.440454830E-1,-2.233999014E0,-9.719944954E0,-1.621137410E-1
6.537590250E-1,-1.029811025E0,-1.070608711E1,1.016949583E-2
6.634732950E-1,5.048855543E-1,-1.175234795E1,-1.166501045E-1
6.731867330E-1,1.807179332E0,-1.263589859E1,2.760719061E-1
6.828994410E-1,2.123331070E0,-1.297328663E1,1.116251707E0
6.926129830E-1,1.431207061E0,-1.288235855E1,1.817647934E0
7.023273060E-1,1.695913076E-1,-1.237956715E1,2.289333105E0
7.120407430E-1,-9.819545746E-1,-1.157049370E1,2.236690998E0
7.217534520E-1,-2.061715841E0,-1.067019463E1,1.592722535E0
7.314669930E-1,-2.727219582E0,-1.020598698E1,9.008977413E-1
7.411812640E-1,-2.765504837E0,-1.009801102E1,5.823532343E-1
7.508947020E-1,-2.406581402E0,-1.012193871E1,6.996015310E-1
7.606074100E-1,-2.052144527E0,-1.015783119E1,1.049252748E0
7.703209520E-1,-1.980359793E0,-1.011476040E1,1.367797256E0
7.800352230E-1,-1.860718727E0,-9.947262764E0,1.216750264E0
7.897487640E-1,-2.071287155E0,-9.473184586E0,7.043871880E-1
7.994613680E-1,-2.205285072E0,-9.025427818E0,1.226321608E-1
8.091749620E-1,-2.286641121E0,-8.781359673E0,-1.166501045E-1
8.188892330E-1,-2.224427700E0,-8.881858826E0,1.489532143E-1
8.286026700E-1,-2.212463617E0,-9.147761345E0,9.128618240E-1
8.383153790E-1,-2.373081923E0,-9.387042999E0,1.554437399E0
8.480289200E-1,-2.442473650E0,-9.533005714E0,1.552044630E0
8.577431910E-1,-2.416152716E0,-9.576076508E0,8.985049129E-1
8.674567330E-1,-2.133500576E0,-9.739087105E0,8.673982322E-2
8.771693890E-1,-1.956431627E0,-9.858728409E0,-4.064807594E-1
8.868829310E-1,-1.867897153E0,-1.004058266E1,-3.801597059E-1
8.965972020E-1,-1.609173179E0,-1.027059269E1,-2.506481707E-1
9.063106390E-1,-9.867402315E-1,-1.052183914E1,-4.543372095E-1
9.160234000E-1,-2.662015148E-2,-1.077338505E1,-3.945166469E-1
9.257369410E-1,7.345965505E-1,-1.091934681E1,-2.793620527E-1
9.354512120E-1,9.332008362E-1,-1.075424194E1,-3.487538993E-1
9.451646500E-1,5.718846321E-1,-1.032323551E1,-8.554340899E-2
9.548773580E-1,-2.829512656E-1,-9.885049820E0,-9.511470050E-2
9.645909520E-1,-1.499103427E0,-9.293723106E0,-2.075773627E-1
9.743052230E-1,-2.686541557E0,-8.520542145E0,-5.333003402E-1
9.840186600E-1,-3.241975546E0,-8.005785942E0,-1.220339537E0
9.937313680E-1,-3.330509901E0,-7.861917973E0,-1.940878272E0
1.003444962E0,-2.945265532E0,-7.627421379E0,-2.510669231E0
1.013159233E0,-2.305783749E0,-7.541279793E0,-3.128316402E0
1.022872670E0,-1.135095239E0,-8.182855606E0,-3.265006542E0
1.032585379E0,4.280161560E-1,-8.549256325E0,-2.582453728E0
