"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.467067700E-2,-4.581354442E-4,2.290677279E-3,3.665083554E-3
4.438239600E-2,-4.581354442E-4,2.290677279E-3,3.665083554E-3
5.409500000E-2,4.428642802E-3,-1.374406274E-3,4.886778072E-3
6.380833400E-2,3.206948051E-3,1.068982761E-3,4.886778072E-3
7.352083400E-2,4.428642802E-3,1.068982761E-3,2.443389036E-3
8.323260500E-2,4.428642802E-3,2.290677279E-3,1.221694518E-3
9.294510500E-2,3.206948051E-3,1.068982761E-3,1.221694518E-3
1.026584900E-1,3.206948051E-3,1.068982761E-3,1.221694518E-3
1.123709900E-1,3.206948051E-3,-1.527118147E-4,1.221694518E-3
1.220827610E-1,3.206948051E-3,-1.527118147E-4,2.443389036E-3
1.317952610E-1,3.206948051E-3,-2.596100792E-3,3.665083554E-3
1.415086460E-1,4.428642802E-3,-5.039489828E-3,4.886778072E-3
1.512211460E-1,5.650337320E-3,-5.039489828E-3,6.108472589E-3
1.609329170E-1,5.650337320E-3,-1.374406274E-3,4.886778072E-3
1.706454170E-1,1.985253533E-3,2.290677279E-3,3.665083554E-3
1.803588550E-1,7.635590737E-4,4.734066315E-3,2.443389036E-3
1.900713020E-1,7.635590737E-4,3.512371797E-3,1.221694518E-3
1.997830730E-1,7.635590737E-4,1.068982761E-3,-1.221694518E-3
2.094956770E-1,1.985253533E-3,1.068982761E-3,0.000000000E0
2.192090110E-1,-1.679830020E-3,-1.527118147E-4,-1.221694518E-3
2.289214590E-1,-2.901524538E-3,-1.374406274E-3,-1.221694518E-3
2.386332300E-1,-2.901524538E-3,-1.374406274E-3,-1.221694518E-3
2.483458340E-1,-4.123218823E-3,-1.527118147E-4,-2.443389036E-3
2.580591670E-1,-2.901524538E-3,2.290677279E-3,-2.443389036E-3
2.677716150E-1,-4.123218823E-3,4.734066315E-3,0.000000000E0
2.774833860E-1,-2.901524538E-3,4.734066315E-3,1.221694518E-3
2.871959900E-1,-2.901524538E-3,1.068982761E-3,1.221694518E-3
2.969093230E-1,-1.679830020E-3,-1.374406274E-3,2.443389036E-3
3.066217710E-1,-1.679830020E-3,-3.817795310E-3,1.221694518E-3
3.163335420E-1,-4.581354442E-4,-1.527118147E-4,2.443389036E-3
3.260461460E-1,-4.581354442E-4,1.068982761E-3,3.665083554E-3
3.357594800E-1,-4.581354442E-4,2.290677279E-3,4.886778072E-3
3.454719270E-1,7.635590737E-4,-1.527118147E-4,4.886778072E-3
