"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.334886600E-2,1.318744421E0,-3.033201694E0,-4.837689400E0
6.306261600E-2,3.672085524E0,-4.538885593E0,-6.571289062E0
7.277480300E-2,5.678467274E0,-5.903691769E0,-9.961320877E0
8.248855300E-2,5.644967556E0,-5.757729530E0,-7.511967659E0
9.220147000E-2,3.243770123E0,-6.066403389E0,3.861417472E-1
1.019136050E-1,2.676970363E-1,-6.490232468E0,7.719245911E0
1.116266260E-1,4.953143001E-1,-5.941977024E0,9.368798256E0
1.213403760E-1,2.309971094E0,-3.753740549E0,8.530412912E-1
1.310532930E-1,-3.112763166E0,-2.580659151E0,-1.564008713E1
1.407654800E-1,-1.313210964E1,-6.966702938E0,-1.346142197E1
1.504785010E-1,-1.748914146E1,-1.523121357E1,8.044968605E0
1.601922510E-1,-1.176012516E1,-2.031626129E1,8.997611046E0
1.699051160E-1,-1.475175142E0,-2.142952156E1,1.058016396E1
1.796173030E-1,4.184448719E0,-2.120190430E1,7.676175117E0
1.893303240E-1,4.414458752E0,-1.668664742E1,1.494616866E0
1.990440740E-1,1.483849168E0,-1.617189217E1,-7.869395614E-1
2.087569910E-1,-8.359923959E-1,-1.615035629E1,4.116253376E0
2.184691260E-1,-2.214856386E0,-1.580578995E1,4.295714855E0
2.281821470E-1,-3.728017569E0,-1.506820202E1,4.986044168E-1
2.378958970E-1,-5.573781013E0,-1.423041534E1,-2.003091574E0
2.476088140E-1,-5.683851242E0,-1.370369530E1,-3.415754318E0
2.573209490E-1,-5.461318493E0,-1.416820240E1,-3.461217880E0
2.670339700E-1,-4.455734730E0,-1.448644733E1,-2.637787819E0
2.767477200E-1,-1.877468467E0,-1.436680603E1,-2.364706993E0
2.864606370E-1,7.920243144E-1,-1.435484219E1,-3.693321705E0
2.961728240E-1,2.656930447E0,-1.387597847E1,-4.596014023E0
3.058858450E-1,2.489432812E0,-1.272443295E1,-5.235197067E0
3.155995430E-1,-1.561316848E-1,-1.120887852E1,-5.895915031E0
3.253124600E-1,-3.905086517E0,-9.396614075E0,-6.360421658E0
3.350246470E-1,-6.579364777E0,-8.649754524E0,-7.844869137E0
3.447376680E-1,-6.562615395E0,-8.527720451E0,-1.121815109E1
3.544514180E-1,-4.065704823E0,-8.268997192E0,-1.274088287E1
3.641643350E-1,-3.371187925E0,-7.960322857E0,-1.200090313E1
3.738764700E-1,-1.685743570E0,-7.852346420E0,-1.100489044E1
3.835894910E-1,1.103390336E0,-7.596314430E0,-1.057896805E1
3.933032410E-1,4.129413605E0,-7.040880680E0,-9.575777054E0
4.030161580E-1,6.552146435E0,-6.753442764E0,-7.538288593E0
4.127282930E-1,6.327221394E0,-6.736692905E0,-5.778666496E0
4.224413140E-1,5.343173027E0,-6.097510338E0,-3.782155275E0
4.321550640E-1,3.241078377E0,-4.632504463E0,-1.622632861E0
4.418679800E-1,-4.791627228E-1,-2.556730986E0,3.071786165E-1
