"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.748073030E-1,1.549261332E0,-3.588727713E-1,1.609124422E0
1.845203240E-1,1.557813168E0,-1.441294074E0,1.040883780E0
1.942340740E-1,1.119224906E0,-2.578844309E0,4.019374847E-1
2.039469910E-1,8.113578558E-1,-2.704679012E0,6.474980712E-2
2.136591260E-1,1.096012712E0,-2.275711536E0,-1.014006436E-1
2.233721470E-1,1.654327035E0,-1.572015405E0,-2.223484069E-1
2.330858970E-1,2.070924997E0,-9.269607067E-1,-2.712161839E-1
2.427988140E-1,2.354357958E0,-5.140279531E-1,-2.296785712E-1
2.525109490E-1,2.656116486E0,-5.589252338E-2,-1.185043678E-1
2.622239700E-1,2.959096909E0,3.118375242E-1,8.307522535E-2
2.719377200E-1,3.186331987E0,4.682144225E-1,3.017585576E-1
2.816506370E-1,3.293841124E0,3.814741075E-1,4.092676640E-1
2.913628240E-1,3.226647854E0,1.627907902E-1,3.384093940E-1
3.010758450E-1,3.048280478E0,-3.756710514E-2,1.123958975E-1
3.107895430E-1,2.857696295E0,-9.254335612E-2,-1.221694499E-1
3.205024600E-1,2.712314606E0,-3.023693897E-2,-1.820324808E-1
3.302146470E-1,2.596253633E0,8.215895295E-2,8.551862091E-3
3.399276680E-1,2.370239973E0,2.470877171E-1,3.310792148E-1
3.496414180E-1,1.847354770E0,3.387148082E-1,5.754181147E-1
3.593543350E-1,1.093569279E0,3.118375242E-1,6.817055345E-1
3.690664700E-1,2.750339806E-1,2.214321345E-1,8.283088803E-1
3.787794910E-1,-4.836383164E-1,2.983988822E-1,9.382613897E-1
3.884932410E-1,-1.189777732E0,5.977140665E-1,9.223793745E-1
3.982061580E-1,-1.823989868E0,9.923213720E-1,7.391251922E-1
4.079182930E-1,-2.341988325E0,1.336839199E0,4.019374847E-1
4.176313140E-1,-2.762251377E0,1.515206575E0,2.687728032E-2
4.273450640E-1,-3.043241024E0,1.493216157E0,-4.117110670E-1
4.370579800E-1,-3.224051714E0,1.250098944E0,-8.099834919E-1
4.467701680E-1,-3.464725733E0,6.759024858E-1,-1.005454540E0
4.564830850E-1,-3.827569008E0,-1.243074164E-1,-9.370396733E-1
4.661968870E-1,-4.068242550E0,-9.245173335E-1,-6.804838181E-1
4.759098030E-1,-4.081681252E0,-1.300799251E0,-2.895416021E-1
4.856219910E-1,-3.965620518E0,-8.878664970E-1,2.186833173E-1
4.953350120E-1,-3.848337650E0,1.139230132E-1,6.768187881E-1
5.050487620E-1,-3.766484261E0,1.044854283E0,9.614735842E-1
5.147616260E-1,-3.608885527E0,1.226886749E0,1.000567794E0
5.244738140E-1,-3.450065374E0,7.699729800E-1,6.071822047E-1
5.341868350E-1,-3.409749508E0,-5.589252338E-2,7.330167107E-3
5.439005850E-1,-3.330339193E0,-7.742488980E-1,-4.129327536E-1
5.536135010E-1,-3.132424831E0,-8.548807502E-1,-5.497625470E-1
5.633256370E-1,-2.790350199E0,-4.541649222E-1,-4.446968138E-1
