"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.687677200E-2,-1.434497118E0,-1.010279655E1,-6.649056077E-1
6.659020900E-2,-9.939187169E-1,-1.017697334E1,-1.433300734E0
7.630442800E-2,-8.910273314E-1,-1.016740227E1,-2.156531334E0
8.601781300E-2,-8.503493667E-1,-1.011715317E1,-2.621038198E0
9.573047000E-2,-8.479565382E-1,-1.002861881E1,-2.719143867E0
1.054439590E-1,-9.795617461E-1,-9.849157333E0,-2.560918331E0
1.151582300E-1,-1.113559842E0,-9.657731056E0,-2.221137524E0
1.248716160E-1,-1.156630635E0,-9.509077072E0,-1.830808401E0
1.345842720E-1,-1.003489971E0,-9.300901413E0,-1.395015597E0
1.442977090E-1,-8.670991063E-1,-9.126225471E0,-9.137591720E-1
1.540119800E-1,-7.905287743E-1,-9.078369141E0,-5.309075117E-1
1.637253660E-1,-9.149555564E-1,-9.056534767E0,-2.961117923E-1
1.734380220E-1,-1.065703392E0,-9.116654396E0,-2.362912297E-1
1.831514590E-1,-1.154237866E0,-9.276973724E0,-3.032902777E-1
1.928657820E-1,-1.137488008E0,-9.487542152E0,-3.511467278E-1
2.025791680E-1,-1.099202871E0,-9.703194618E0,-3.607180119E-1
2.122918240E-1,-1.092024446E0,-9.846764565E0,-2.985046208E-1
2.220052610E-1,-1.127916813E0,-9.992726326E0,1.016949583E-2
2.317195320E-1,-1.063310504E0,-1.008365345E1,8.673982322E-2
2.414329180E-1,-8.910273314E-1,-1.017218781E1,1.971087605E-1
2.511455740E-1,-7.283154130E-1,-1.024187946E1,6.278168559E-1
2.608590110E-1,-6.658028960E-1,-1.037827015E1,9.104689956E-1
2.705733340E-1,-5.892325640E-1,-1.056251717E1,8.889335990E-1
2.802867200E-1,-4.145565331E-1,-1.070847988E1,8.578268886E-1
2.899993760E-1,-4.600201547E-1,-1.106770229E1,4.986044168E-1
2.997128130E-1,-5.844469070E-1,-1.193210888E1,-3.945166469E-1
